Super lemma,PoS,Count,Percent,Lemma(ta),Word form(s),Dubium,Disambiguation status
pervenio,Verb,3,0.086,pervenio(3),pervenerat(1) pervenerit(1) pervenire(1),,green
probo,Verb,3,0.086,probo(3),probantur(1) probarentur(1) probati(1),,green
proficio,Verb,3,0.086,proficio(3),proficiant(1) proficiat(2),,green
reformo,Verb,3,0.086,reformo(3),reformare(1) reformetur(2),,green
reprimo,Verb,3,0.086,reprimo(3),reprimantur(1) reprimatur(2),,green
reseco,Verb,3,0.086,reseco(3),resecantur(1) resecare(1) resecentur(1),,green
restituo,Verb,3,0.086,restituo(3),restituat(3),,green
rogo,Verb,3,0.086,rogo(3),rogat(1) rogaverit(1) rogit(1),,green
scio,Verb,3,0.086,scio(3),sciant(2) scit(1),,green
sedeo,Verb,3,0.086,sedeo(3),sedentes(2) sedit(1),,green
arbitrium,Noun,3,0.086,arbitrium(3),arbitrii(3),,green
tollo,Verb,3,0.086,tollo(3),tollere(2) tolluntur(1),,green
atrium,Noun,3,0.086,atria(1) atrium(2),atriae(1) atrio(2),,green
vindico,Verb,3,0.086,vindico(3),vindicet(2) vindicetur(1),,green
canon,Noun,3,0.086,canon(3),canones(1) canonibus(1) canonum(1),,green
colludium,Noun,3,0.086,conludium(2) conludius(1),conludio(2) conludius(1),,green
constitutio,Noun,3,0.086,constitucio(1) constitutio(2),constitucionem(1) constitutione(2),,green
decretum,Noun,3,0.086,decretum(3),decreta(1) decreti(1) decretum(1),,green
defensio,Noun,3,0.086,defensio(3),defensione(3),,green
definitio,Noun,3,0.086,definitio(3),definitione(1) definitionis(2),,green
deliberatio,Noun,3,0.086,deliberatio(3),deliberatione(2) deliberationem(1),,green
devotio,Noun,3,0.086,devotio(3),devotione(1) devotionis(1) divutionis(1),,green
dominatio,Noun,3,0.086,dominatio(3),dominatione(3),,green
epistula,Noun,3,0.086,epistola(1) epistula(2),epistola(1) epistulas(2),,green
excusatus,Noun,2,0.057,excusatus(2),excusati(1) excusatus(1),,green
exsilium,Noun,2,0.057,exilium(2),exilio(2),,green
fragilitas,Noun,2,0.057,fragilitas(2),fragilitas(1) fragilitatis(1),,green
heres,Noun,2,0.057,heres(2),heredibus(1) heredumque(1),,green
ictus,Noun,2,0.057,ictus(2),ictus(2),,green
idolum,Noun,2,0.057,idolum(2),idola(1) idolorum(1),,green
imperium,Noun,2,0.057,imperium(2),imperio(2),,green
ingenium,Noun,2,0.057,ingenium(2),ingenio(2),,green
interregnum,Noun,2,0.057,interregnum(2),interregna(1) interrigna(1),,green
iuramentum,Noun,2,0.057,iuramentum(2),iuramento(2),,green
iurator,Noun,2,0.057,iurator(2),iuratores(1) iuratoris(1),,green
laicus,Noun,2,0.057,laicus(2),laici(1) laicis(1),,green
acriter,Adverb,2,0.057,acriter(2),acrius(2),,green
lux,Noun,2,0.057,lux(2),luce(2),,green
malefactor,Noun,2,0.057,malefactor(2),malefactorem(1) malefactoris(1),,green
mancipium,Noun,2,0.057,mancipium(2),mancipia(1) mancipiorum(1),,green
maritus,Noun,2,0.057,maritus(2),marito(1) maritus(1),,green
mors,Noun,2,0.057,mors(2),mortem(1) mortis(1),,green
multi,Noun,2,0.057,multi(2),multi(1) multorum(1),,green
munificentia,Noun,2,0.057,munificentia(2),munificentiae(1) munificentiam(1),,green
necessitas,Noun,2,0.057,necessitas(2),necessitatibus(1) nicessitatem(1),,green
negotium,Noun,2,0.057,negucium(1) negutium(1),negucia(1) negutia(1),,green
nepos,Noun,2,0.057,nepos(2),nepotes(1) nepotis(1),,green
peccatum,Noun,2,0.057,peccatum(2),peccatis(1) peccatum(1),,green
pietas,Noun,2,0.057,pietas(2),pietas(2),,green
pius,Noun,2,0.057,pius(2),pius(2),,green
plebs,Noun,2,0.057,plebs(2),plebis(1) plebs(1),,green
poena,Noun,2,0.057,poena(2),poena(2),,green
porcus,Noun,2,0.057,porcus(2),porci(1) porcorum(1),,green
possessio,Noun,2,0.057,possessio(2),possessionem(1) possessionis(1),,green
possessor,Noun,2,0.057,possessor(2),possessoris(2),,green
praesidium,Noun,2,0.057,praesidium(2),praesidio(2),,green
praesul,Noun,2,0.057,praesol(1) praesul(1),praesole(1) praesule(1),,green
praetermissus,Noun,2,0.057,praetermissus(2),praetermisso(1) praetermissum(1),,green
propinquus,Noun,2,0.057,propinquus(2),propinqui(1) propinquis(1),,green
provincialis,Noun,2,0.057,provincialis(2),provincialibus(1) provincialium(1),,green
publicum,Noun,2,0.057,publicum(2),publico(1) publicum(1),,green
puella,Noun,2,0.057,puella(2),puellae(1) puellas(1),,green
qualitas,Noun,2,0.057,qualitas(2),qualitas(1) qualitatem(1),,green
quies,Noun,2,0.057,quies(2),quiete(2),,green
raptor,Noun,2,0.057,raptor(2),raptorem(1) raptori(1),,green
reditus,Noun,2,0.057,reditus(2),rediti(1) reditibus(1),,green
romanus,Noun,2,0.057,romanus(2),romanus(2),,green
salvatio,Noun,2,0.057,salvatio(2),salvatio(1) salvatione(1),,green
scandalum,Noun,2,0.057,scandalum(1) scandalus(1),scandalum(1) scandalos(1),,green
sedes,Noun,2,0.057,sedis(2),sede(2),,green
solacium,Noun,2,0.057,solacium(1) solatium(1),solacia(1) solatium(1),,green
soliditas,Noun,2,0.057,soliditas(2),soliditate(2),,green
solutio,Noun,2,0.057,solucio(1) solutio(1),solucione(1) solutionem(1),,green
stabilitas,Noun,2,0.057,stabilitas(2),stabilitate(2),,green
subscriptio,Noun,2,0.057,subscripcio(1) subscriptio(1),subscripcionibus(1) subscriptio(1),,green
titulus,Noun,2,0.057,titulus(2),titulis(2),,green
ultio,Noun,2,0.057,ultio(2),ultio(1) ultionis(1),,green
umbo,Noun,2,0.057,ambo(2),ambo(2),,green
vicinus,Noun,2,0.057,vicinus(2),vicini(1) vicinos(1),,green
vigor,Noun,2,0.057,vigor(2),vigore(2),,green
vindicta,Noun,2,0.057,vindicta(2),vindictam(2),,green
vis,Noun,2,0.057,vis(2),vim(2),,green
continuo,Adverb,2,0.057,continuo(2),continuo(2),,green
antiquus,Adjective,2,0.057,antiquus(2),antiquae(1) antiqui(1),,green
caelestis,Adjective,2,0.057,coelestis(2),coelesti(2),,green
foras,Adverb,2,0.057,foras(2),foras(2),,green
foris,Adverb,2,0.057,foris(2),foris(2),,green
capitalis,Adjective,2,0.057,capitalis(2),capitalem(1) capitali(1),,green
captus,Adjective,2,0.057,captus(2),capti(2),,green
collectus,Adjective,2,0.057,collectus(2),collecta(1) collectum(1),,green
iuste,Adverb,2,0.057,iuste(2),iuste(2),,green
nullatenus,Adverb,2,0.057,nullatenus(1) nullatinus(1),nullatenus(1) nullatinus(1),,green
criminalis,Adjective,2,0.057,criminalis(2),criminale(1) criminalibus(1),,green
defunctus,Adjective,2,0.057,defunctus(2),defuncti(2),,green
dignus,Adjective,2,0.057,dignus(2),dignissimi(1) dignissimis(1),,green
dimidius,Adjective,2,0.057,dimedius(2),dimediam(2),,green
dubius,Adjective,2,0.057,dubius(2),dubium(2),,green
quolibet,Adverb,2,0.057,quolebet(2),quolebet(2),,green
fixus,Adjective,2,0.057,fixus(2),fixa(2),,green
futurus,Adjective,2,0.057,futurus(2),futura(1) futurum(1),,green
generalis,Adjective,2,0.057,generalis(2),generalem(1) generalis(1),,green
germanus,Adjective,2,0.057,germanus(2),germanam(2),,green
specialiter,Adverb,2,0.057,specialiter(2),specialiter(2),,green
humanus,Adjective,2,0.057,humanus(2),humana(1) humanae(1),,green
superstitutus,Adjective,2,0.057,superstitutus(2),superstitutus(2),,green
leudis,Noun,2,0.057,leudis(2),leudes(2),,green
Colonia,Proper Name,2,0.057,Colonia(2),colonia(2),,green
Cadurcus,Adjective,2,0.057,Cadurcus(2),cadurcus(2),,green
admonitus,Adjective,2,0.057,admonitus(2),admoniti(1) admonitus(1),,green
antefatus,Adjective,2,0.057,antefatus(2),antefati(1) antefatus(1),,green
datus,Adjective,2,0.057,datus(2),data(1) datis(1),,green
necesse,Adjective,2,0.057,necesse(2),necesse(2),,green
praepositus,Adjective,2,0.057,praepositus(2),praepositi(2),,green
salicus,Adjective,2,0.057,salicus(2),salica(2),,green
supradictus,Adjective,2,0.057,supradictus(2),supradictis(1) supradictorum(1),,green
quicumque,Pronoun,2,0.057,quicunque(2),quibuscunque(1) quicunque(1),,green
admallo,Verb,2,0.057,admallo(2),admallat(1) admallatus(1),,green
impius,Adjective,2,0.057,impius(2),impiissimus(1) impio(1),,green
Silvanectes,Proper Name,2,0.057,Silvanectes(2),silvanectis(2),,green
inconcussus,Adjective,2,0.057,inconcussus(2),inconcusso(2),,green
ingenuus,Adjective,2,0.057,ingenuus(2),ingenuam(1) ingenuum(1),,green
legalis,Adjective,2,0.057,legalis(2),legalis(2),,green
liber,Adjective,2,0.057,liber(2),liberos(2),,green
mortuus,Adjective,2,0.057,mortuus(2),mortua(1) mortuus(1),,green
multus,Adjective,2,0.057,multus(2),multa(1) multorum(1),,green
occultus,Adjective,2,0.057,occultus(2),occulte(2),,green
omnipotens,Adjective,2,0.057,omnipotens(2),omnipotens(1) omnipotentis(1),,green
pastoralis,Adjective,2,0.057,pastoralis(2),pastorali(1) pastoralis(1),,green
pervigil,Adjective,2,0.057,pervigil(2),pervigiles(1) pervigili(1),,green
praecipuus,Adjective,2,0.057,praecipuus(2),praecipua(1) praecipue(1),,green
praeteritus,Adjective,2,0.057,praeteritus(2),praeterita(1) praeteritis(1),,green
proprius,Adjective,2,0.057,proprius(2),proprias(1) propriis(1),,green
romanus,Adjective,2,0.057,romanus(2),romanarum(1) romanis(1),,green
sanctimonialis,Adjective,2,0.057,sanctaemunialis(1) sanctimunialis(1),sanctaemunialis(1) sanctimunialis(1),,green
supernus,Adjective,2,0.057,supernus(2),supernae(1) superni(1),,green
suprascriptus,Adjective,2,0.057,suprascriptus(2),suprascripta(1) suprascripti(1),,green
verus,Adjective,2,0.057,verus(2),veram(1) verum(1),,green
accedo,Verb,2,0.057,accedo(2),accedat(2),,green
accuso,Verb,2,0.057,accuso(2),accusatur(1) adcusent(1),,green
addo,Verb,2,0.057,addo(2),addetus(1) addi(1),,green
admoneo,Verb,2,0.057,admoneo(2),admoniti(1) admonitum(1),,green
advivo,Verb,2,0.057,advivo(2),advivit(1) advixerint(1),,green
Christus,Personal Name,2,0.057,Christus(2),christi(2),,green
antedico,Verb,2,0.057,antedico(2),antedicta(1) antedictae(1),,green
contenio,Verb,2,0.057,contenio(2),contenit(2),,green
capio,Verb,2,0.057,capio(2),caperent(1) capitur(1),,green
censeo,Verb,2,0.057,censeo(2),censentur(1) censuimus(1),,green
committo,Verb,2,0.057,comitto(1) committo(1),comissum(1) commisit(1),,green
compenso,Verb,2,0.057,compenso(1) conpenso(1),compensetur(1) conpensetur(1),,green
comprehendo,Verb,2,0.057,conpraehendo(1) conprehendo(1),conpraehendatur(1) conprehenderit(1),,green
comprobo,Verb,2,0.057,conprobo(2),conprobatur(2),,green
confirmo,Verb,2,0.057,confirmo(2),confirmari(1) confirmasse(1),,green
confugio,Verb,2,0.057,confugio(2),confugerit(1) confugiens(1),,green
constituo,Verb,2,0.057,constituo(2),constituimus(1) constitutas(1),,green
consto,Verb,2,0.057,consto(2),constanti(1) constiterit(1),,green
convello,Verb,2,0.057,convello(2),convellatur(2),,green
mino,Verb,2,0.057,mino(2),minare(2),,green
damno,Verb,2,0.057,damno(2),damnare(1) damnaverit(1),,green
decedo,Verb,2,0.057,decedo(2),decedente(1) decesserit(1),,green
definio,Verb,2,0.057,definio(2),definire(1) definirent(1),,green
depereo,Verb,2,0.057,depereo(2),depereant(1) deperierit(1),,green
destruo,Verb,2,0.057,destruo(2),destruat(1) distruentibus(1),,green
desum,Verb,2,0.057,desum(2),deest(1) defuerit(1),,green
digno,Verb,2,0.057,digno(2),dignabitur(1) dignatus(1),,green
detrico,Verb,2,0.057,detrico(1) detrigo(1),detricaverit(1) detrigaverit(1),,green
dono,Verb,2,0.057,dono(2),donet(2),,green
educo,Verb,2,0.057,aeduco(1) educo(1),aeducat(1) eduxerit(1),,green
intertio,Verb,2,0.057,intercio(2),interciandi(1) interciare(1),,green
exerceo,Verb,2,0.057,exerceo(2),exerceant(1) exercerent(1),,green
firmo,Verb,2,0.057,firmo(2),firmandam(1) firment(1),,green
genero,Verb,2,0.057,genero(2),generare(1) generetur(1),,green
impetro,Verb,2,0.057,inpetro(2),inpetrandi(1) inpetrata(1),,green
instituo,Verb,2,0.057,instituo(2),instituant(1) instituere(1),,green
interficio,Verb,2,0.057,interficio(2),interfici(1) interfitiat(1),,green
Sigiberthus,Personal Name,2,0.057,Sigiberthus(2),sigiberthi(2),,green
involo,Verb,2,0.057,involo(2),involaverit(1) involavit(1),,green
laedo,Verb,2,0.057,laedo(1) ledo(1),laedi(1) ledatur(1),,green
licet,Verb,2,0.057,licet(2),liceat(1) licet(1),,green
ligo,Verb,2,0.057,ligo(2),ligare(1) ligaverit(1),,green
mereo,Verb,2,0.057,mereo(2),meretur(1) meruerunt(1),,green
migro,Verb,2,0.057,migro(2),migrare(1) migraverit(1),,green
munio,Verb,2,0.057,munio(2),muneat(1) muniat(1),,green
neglego,Verb,2,0.057,neglego(2),neglexerint(1) neglexerit(1),,green
obtineo,Verb,2,0.057,obteneo(1) obtineo(1),obteneat(1) obtenta(1),,green
perduro,Verb,2,0.057,perduro(2),perdurantes(1) perdurent(1),,green
pereo,Verb,2,0.057,pereo(2),perire(1) perit(1),,green
permitto,Verb,2,0.057,permitto(2),permittat(1) permittimus(1),,green
peto,Verb,2,0.057,peto(2),petierit(1) petit(1),,green
praebeo,Verb,2,0.057,praebeo(2),praebuerunt(1) praebuisse(1),,green
praecido,Verb,2,0.057,praecido(2),praecidentium(2),,green
praedico,Verb,2,0.057,praedico(2),praedicandi(1) praedicta(1),,green
praesto,Verb,2,0.057,praesto(2),praestamus(1) praestare(1),,green
praetereo,Verb,2,0.057,praetereo(2),praeterire(1) praeteritis(1),,green
punio,Verb,2,0.057,punio(2),punierit(1) puniri(1),,green
accusatus,Noun,2,0.057,accusatus(2),accusati(1) accusatus(1),,green
recolligo,Verb,2,0.057,recolligo(2),recollegant(1) recolligant(1),,green
redhibeo,Verb,2,0.057,redebeo(1) redhibeo(1),redebetur(1) redhiberi(1),,green
rego,Verb,2,0.057,rego(2),regere(1) reguntur(1),,green
relinquo,Verb,2,0.057,relinquo(2),derelinquerit(1) relinquere(1),,green
removeo,Verb,2,0.057,removeo(2),removeantur(1) removeri(1),,green
repeto,Verb,2,0.057,repeto(2),repetantur(1) repetenti(1),,green
admonitio,Noun,2,0.057,admonitio(2),admonitione(1) admonitionem(1),,green
restauro,Verb,2,0.057,restauro(2),restaurare(1) restauretur(1),,green
reverto,Verb,2,0.057,reverto(2),reversus(1) revertantur(1),,green
adversarius,Noun,2,0.057,adversarius(2),adversario(2),,green
statuo,Verb,2,0.057,statuo(2),statuentes(1) statutum(1),,green
sto,Verb,2,0.057,sto(2),status(1) steterit(1),,green
amor,Noun,2,0.057,amor(2),amor(1) amore(1),,green
subsequor,Verb,2,0.057,subsequor(2),subsequentia(1) subsequentibus(1),,green
surripio,Verb,2,0.057,subripio(1) surripio(1),subripiendum(1) subrepti(1),,green
suscipio,Verb,2,0.057,suscipio(2),suscipiat(2),,green
trado,Verb,2,0.057,trado(2),tradatur(1) tradidisse(1),,green
traho,Verb,2,0.057,traho(2),tractos(1) trahere(1),,green
transeo,Verb,2,0.057,transeo(2),transiebat(1) transitus(1),,green
tribuo,Verb,2,0.057,tribuo(2),tribuatur(1) tribuimus(1),,green
valeo,Verb,2,0.057,valeo(2),valebit(1) valeturum(1),,green
veneror,Verb,2,0.057,venero(1) veneror(1),veneranda(1) veneramur(1),,green
avus,Noun,2,0.057,avus(2),avi(2),,green
beneficium,Noun,2,0.057,beneficium(2),beneficia(1) beneficio(1),,green
casa,Noun,2,0.057,casa(2),casa(1) casam(1),,green
centenarii,Noun,2,0.057,centenarii(2),centenarii(2),,green
cessio,Noun,2,0.057,cessio(2),cessionem(2),,green
charta,Noun,2,0.057,carta(2),cartam(1) cartarum(1),,green
clementia,Noun,2,0.057,clementia(2),clementia(1) clementiae(1),,green
clerus,Noun,2,0.057,clerus(2),clero(1) clerum(1),,green
concordia,Noun,2,0.057,concordia(2),concordia(1) concordiae(1),,green
condictio,Noun,2,0.057,condictio(2),condictione(2),,green
coniunctio,Noun,2,0.057,coniunctio(2),coniunctio(1) coniunctionibus(1),,green
consilium,Noun,2,0.057,consilium(2),consilio(1) consilium(1),,green
consuetudo,Noun,2,0.057,consuetudo(2),consuaetudo(1) consuetudinem(1),,green
contemptus,Noun,2,0.057,contemptus(1) contimtus(1),contemptum(1) contimtu(1),,green
convictus,Noun,2,0.057,convictus(2),convicti(1) convictus(1),,green
corpus,Noun,2,0.057,corpus(2),corporibus(1) corporis(1),,green
correctio,Noun,2,0.057,correctio(2),correctio(1) correctionis(1),,green
damnum,Noun,2,0.057,damnum(2),damnum(2),,green
defunctus,Noun,2,0.057,defunctus(2),defunctorum(1) defunctu(1),,green
dignitas,Noun,2,0.057,dignitas(2),dignitate(2),,green
dignum,Noun,2,0.057,dignum(2),digna(1) dignum(1),,green
discussio,Noun,2,0.057,discussio(2),discussione(2),,green
dispendium,Noun,2,0.057,dispendium(2),dispendii(1) dispendium(1),,green
divinus,Noun,2,0.057,divinus(2),divino(2),,green
dos,Noun,2,0.057,dos(2),dote(1) dotem(1),,green
edictum,Noun,2,0.057,edictum(2),edicti(1) edictum(1),,green
evangelium,Noun,1,0.029,euangelium(1),euangelio(1),,green
excessus,Noun,1,0.029,excessus(1),excessus(1),,green
exercitus,Noun,1,0.029,exercitus(1),exercitui(1),,green
extraneus,Noun,1,0.029,extraneus(1),extraneus(1),,green
factum,Noun,1,0.029,factum(1),facta(1),,green
faex,Noun,1,0.029,faex(1),faece(1),,green
falsitas,Noun,1,0.029,falsitas(1),falsitates(1),,green
fama,Noun,1,0.029,fama(1),fama(1),,green
felicitas,Noun,1,0.029,felicitas(1),felicitatem(1),,green
festivitas,Noun,1,0.029,festivitas(1),festivitatibus(1),,green
fideiussor,Noun,1,0.029,fideiussor(1),fideiussoribus(1),,green
fistuca,Noun,1,0.029,fistuca(1),fistucam(1),,green
flagellum,Noun,1,0.029,flagellum(1),flagellorum(1),,green
fluvius,Noun,1,0.029,fluvius(1),fluvium(1),,green
fraus,Noun,1,0.029,fraus(1),fraudis(1),,green
frenum,Noun,1,0.029,fraenum(1),fraena(1),,green
fretum,Noun,1,0.029,fretum(1),freto(1),,green
functio,Noun,1,0.029,functio(1),functionem(1),,green
genetrix,Noun,1,0.029,genetrix(1),genetricem(1),,green
gens,Noun,1,0.029,gens(1),gentium(1),,green
germanitas,Noun,1,0.029,germanitas(1),germanitatis(1),,green
gladius,Noun,1,0.029,gladium(1),gladio(1),,green
homicidium,Noun,1,0.029,homicidium(1),homicidiis(1),,green
honestas,Noun,1,0.029,honestas(1),honestate(1),,green
honoratior,Noun,1,0.029,honoratior(1),honoratior(1),,green
ignorantia,Noun,1,0.029,ignorantia(1),ignorantiam(1),,green
immanitas,Noun,1,0.029,inmanitas(1),inmanitate(1),,green
immunitas,Noun,1,0.029,immunitas(1),immunitatem(1),,green
impensus,Noun,1,0.029,inpensum(1),inpensum(1),,green
incommodum,Noun,1,0.029,incommodum(1),incommodo(1),,green
indignatio,Noun,1,0.029,indignatio(1),indignatione(1),,green
infans,Noun,1,0.029,infans(1),infantes(1),,green
infernum,Noun,1,0.029,infernum(1),inferni(1),,green
ingenuitas,Noun,1,0.029,ingenuitas(1),ingenuetatis(1),,green
inimicitia,Noun,1,0.029,inimicitia(1),inimicitia(1),,green
inimicus,Noun,1,0.029,inimicus(1),inimicum(1),,green
initium,Noun,1,0.029,initium(1),initium(1),,green
iniuria,Noun,1,0.029,iniuria(1),iniuria(1),,green
inquisitio,Noun,1,0.029,inquaesitio(1),inquaesitione(1),,green
insania,Noun,1,0.029,insania(1),insaniae(1),,green
insolentia,Noun,1,0.029,insullentia(1),insullentia(1),,green
intellectus,Noun,1,0.029,intellectus(1),intellectum(1),,green
intentio,Noun,1,0.029,intentio(1),intentione(1),,green
interdictum,Noun,1,0.029,interdictum(1),interdictum(1),,green
interpositio,Noun,1,0.029,interpositio(1),interpositione(1),,green
intestatus,Noun,1,0.029,intestatus(1),intestatus(1),,green
invitatio,Noun,1,0.029,invitatio(1),invitatio(1),,green
ira,Noun,1,0.029,ira(1),iram(1),,green
iter,Noun,1,0.029,iter(1),itineris(1),,green
iurgium,Noun,1,0.029,iurgium(1),iurgia(1),,green
largitas,Noun,1,0.029,largitas(1),largitate(1),,green
latus,Noun,1,0.029,latus(1),latere(1),,green
libertus,Noun,1,0.029,libertus(1),libertus(1),,green
maiestas,Noun,1,0.029,maiestas(1),maiestatis(1),,green
maior,Noun,1,0.029,maior(1),maior(1),,green
mater,Noun,1,0.029,mater(1),mater(1),,green
matrimonium,Noun,1,0.029,matrimonium(1),matrimunium(1),,green
admodum,Adverb,1,0.029,ammodo(1),admodo(1),,green
medicamentum,Noun,1,0.029,medicamentum(1),medicamenta(1),,green
mens,Noun,1,0.029,mens(1),mente(1),,green
meritum,Noun,1,0.029,meritum(1),meritum(1),,green
metropolitanus,Noun,1,0.029,metropolitanus(1),metropolitano(1),,green
ministerium,Noun,1,0.029,ministerium(1),ministerio(1),,green
minor,Noun,1,0.029,minor(1),minor(1),,green
missus,Noun,1,0.029,missus(1),missus(1),,green
monasterium,Noun,1,0.029,monasterium(1),monastyria(1),,green
morbus,Noun,1,0.029,morbus(1),morbo(1),,green
mos,Noun,1,0.029,mos(1),more(1),,green
multitudo,Noun,1,0.029,multitudo(1),multitudinem(1),,green
mysterium,Noun,1,0.029,mysterium(1),mysterium(1),,green
natalis,Noun,1,0.029,natalis(1),natale(1),,green
nefas,Noun,1,0.029,nefas(1),nefas(1),,green
negator,Noun,1,0.029,negator(1),negator(1),,green
norma,Noun,1,0.029,norma(1),norma(1),,green
notitia,Noun,1,0.029,noticia(1),noticia(1),,green
aliter,Adverb,1,0.029,aliter(1),aliter(1),,green
obitus,Noun,1,0.029,obitus(1),obitum(1),,green
obiurgatio,Noun,1,0.029,obiurgatio(1),obiurgatione(1),,green
oblatio,Noun,1,0.029,oblatio(1),oblationis(1),,green
obligatio,Noun,1,0.029,obligatio(1),obligatione(1),,green
sonnio,Verb,1,0.029,sonio(1),sonia(1),,green
observatio,Noun,1,0.029,observatio(1),observatione(1),,green
obtutus,Noun,1,0.029,obtutus(1),obtutebus(1),,green
officium,Noun,1,0.029,officium(1),officium(1),,green
opera,Noun,1,0.029,opera(1),operarum(1),,green
oraculum,Noun,1,0.029,oraculum(1),oracula(1),,green
ordinatio,Noun,1,0.029,ordinatio(1),ordinationem(1),,green
pactus,Noun,1,0.029,pactus(1),pactus(1),,green
papa,Noun,1,0.029,papa(1),papae(1),,green
par,Noun,1,0.029,par(1),paris(1),,green
paries,Noun,1,0.029,paries(1),parietum(1),,green
particeps,Noun,1,0.029,particeps(1),participes(1),,green
pascha,Noun,1,0.029,pascha(1),pascha(1),,green
passio,Noun,1,0.029,passio(1),passio(1),,green
pastor,Noun,1,0.029,pastor(1),pastores(1),,green
patria,Noun,1,0.029,patria(1),patria(1),,green
patrocinium,Noun,1,0.029,patrocinium(1),patrocinia(1),,green
patruus,Noun,1,0.029,patruus(1),patruo(1),,green
pauper,Noun,1,0.029,pauper(1),pauperum(1),,green
peccator,Noun,1,0.029,peccator(1),peccatorum(1),,green
pecus,Noun,1,0.029,pecor(1),pecora(1),,green
perpetuum,Noun,1,0.029,perpetuum(1),perpetuum(1),,green
pes,Noun,1,0.029,pes(1),pu(1),,green
plus,Noun,1,0.029,plus(1),plus(1),,green
pontificium,Noun,1,0.029,pontificium(1),pontificium(1),,green
posterus,Noun,1,0.029,posterus(1),posteris(1),,green
potentior,Noun,1,0.029,potentior(1),potentioris(1),,green
praecellentissimus,Noun,1,0.029,praecellentissimus(1),praecellentissimi(1),,green
praefatus,Noun,1,0.029,praefatus(1),praefatos(1),,green
praeiudicium,Noun,1,0.029,praeiudicium(1),praeiudicium(1),,green
praeses,Noun,1,0.029,preses(1),preside(1),,green
precatio,Noun,1,0.029,precatio(1),precatione(1),,green
presbyter,Noun,1,0.029,presbyter(1),presbytero(1),,green
attente,Adverb,1,0.029,attente(1),attentius(1),,green
privatus,Noun,1,0.029,privatus(1),privatorum(1),,green
probatio,Noun,1,0.029,probatio(1),probatio(1),,green
procer,Noun,1,0.029,procer(1),proceribus(1),,green
propheta,Noun,1,0.029,propheta(1),prophetis(1),,green
prosecutor,Noun,1,0.029,prosecutor(1),prosecutor(1),,green
providentia,Noun,1,0.029,providentia(1),providentia(1),,green
publicus,Noun,1,0.029,publicus(1),publicus(1),,green
querimonia,Noun,1,0.029,quaeremonia(1),quaeremonia(1),,green
raptus,Noun,1,0.029,raptus(1),raptum(1),,green
ratio,Noun,1,0.029,ratio(1),rationis(1),,green
redemptio,Noun,1,0.029,redemptio(1),redemptionis(1),,green
religio,Noun,1,0.029,religio(1),religione(1),,green
repromissum,Noun,1,0.029,repromissum(1),repromissa(1),,green
resurrectio,Noun,1,0.029,resurrectio(1),resurrectionis(1),,green
reus,Noun,1,0.029,reus(1),reos(1),,green
reverentia,Noun,1,0.029,reverentia(1),reverentia(1),,green
salus,Noun,1,0.029,salus(1),salutem(1),,green
sanctimonialis,Noun,1,0.029,sanctimonialis(1),sanctimunialibus(1),,green
sanctus,Noun,1,0.029,sanctus(1),sancto(1),,green
scurrilitas,Noun,1,0.029,scurrilitas(1),scurrilitate(1),,green
senex,Noun,1,0.029,senior(1),senioris(1),,green
sequestratus,Noun,1,0.029,sequestratus(1),sequestrati(1),,green
serenitas,Noun,1,0.029,serenitas(1),serenitatis(1),,green
series,Noun,1,0.029,series(1),seriem(1),,green
servaturus,Noun,1,0.029,servaturus(1),servaturos(1),,green
severitas,Noun,1,0.029,severitas(1),severitas(1),,green
sexus,Noun,1,0.029,sexus(1),sexus(1),,green
silentium,Noun,1,0.029,silentium(1),silentio(1),,green
simile,Noun,1,0.029,simile(1),similia(1),,green
simplex,Noun,1,0.029,simplex(1),simplex(1),,green
simulacrum,Noun,1,0.029,simulacrum(1),simulacra(1),,green
sollemnitas,Noun,1,0.029,solemnitas(1),solemnitatibus(1),,green
celeriter,Adverb,1,0.029,celeriter(1),celerius(1),,green
spolium,Noun,1,0.029,spolium(1),spolia(1),,green
substantia,Noun,1,0.029,substantia(1),substantiam(1),,green
successio,Noun,1,0.029,subcessio(1),subcessionibus(1),,green
successor,Noun,1,0.029,successor(1),successorem(1),,green
suffragium,Noun,1,0.029,fuffragium(1),fuffragium(1),,green
suggestio,Noun,1,0.029,sugessio(1),sugessionis(1),,green
supplex,Noun,1,0.029,subplex(1),subplicium(1),,green
supplicium,Noun,1,0.029,supplicium(1),supplicia(1),,green
suspectio,Noun,1,0.029,suspectio(1),suspectione(1),,green
synodus,Noun,1,0.029,synodus(1),synodo(1),,green
temeritas,Noun,1,0.029,temeritas(1),temeretate(1),,green
tempestas,Noun,1,0.029,tempestas(1),tempestates(1),,green
templum,Noun,1,0.029,templum(1),templorum(1),,green
tertius,Noun,1,0.029,tertius(1),tertio(1),,green
testimonium,Noun,1,0.029,testimonium(1),testimonia(1),,green
testis,Noun,1,0.029,testis(1),testibus(1),,green
textus,Noun,1,0.029,textus(1),textus(1),,green
timor,Noun,1,0.029,timor(1),timore(1),,green
tranquillitas,Noun,1,0.029,tranquillitas(1),tranquillitas(1),,green
transgressio,Noun,1,0.029,transgressio(1),transgressiones(1),,green
tremis,Noun,1,0.029,tremis(1),tremisse(1),,green
trinitas,Noun,1,0.029,trinitas(1),trinitatem(1),,green
