Super lemma,PoS,Count,Percent,Lemma(ta),Word form(s),Dubium,Disambiguation status
praesentia,Noun,1,0.047,praesentia(1),praesentia(1),,green
primus,Noun,1,0.047,primus(1),primo(1),,green
principium,Noun,1,0.047,principium(1),principium(1),,green
priscus,Noun,1,0.047,priscus(1),priscorum(1),,green
privatus,Noun,1,0.047,privatus(1),privatorum(1),,green
profectus,Noun,1,0.047,profectus(1),profectum(1),,green
progenies,Noun,1,0.047,progenies(1),progenie(1),,green
propositus,Noun,1,0.047,propositus(1),propositi(1),,green
publicum,Noun,1,0.047,publicum(1),publico(1),,green
publicus,Noun,1,0.047,publicus(1),publici(1),,green
puella,Noun,1,0.047,puella(1),puellarum(1),,green
ratio,Noun,1,0.047,ratio(1),rationes(1),,green
reconciliatus,Noun,1,0.047,reconciliatus(1),reconciliatus(1),,green
regales,Noun,1,0.047,regales(1),regales(1),,green
regula,Noun,1,0.047,regula(1),regulae(1),,green
religio,Noun,1,0.047,religio(1),religionis(1),,green
remissus,Noun,1,0.047,remissus(1),remissus(1),,green
bis,Adverb,1,0.047,bis(1),bis(1),,green
reversus,Noun,1,0.047,reversus(1),reversus(1),,green
sagma,Noun,1,0.047,sauma(1),saumis(1),,green
sanctitas,Noun,1,0.047,sanctitas(1),sanctitati(1),,green
satisfactio,Noun,1,0.047,satisfactio(1),satisfactionem(1),,green
sectio,Noun,1,0.047,sectio(1),sectionem(1),,green
sembella,Noun,1,0.047,singula(1),singulas(1),,green
serenum,Noun,1,0.047,serenum(1),serena(1),,green
sobrina,Noun,1,0.047,subrina(1),subrina(1),,green
celeriter,Adverb,1,0.047,celeriter(1),celerius(1),,green
spatium,Noun,1,0.047,spatium(1),spatiaque(1),,green
spons,Noun,1,0.047,spons(1),sponte(1),,green
sportula,Noun,1,0.047,sportola(1),sportolas(1),,green
susceptor,Noun,1,0.047,susceptor(1),susceptoribus(1),,green
susceptus,Noun,1,0.047,susceptus(1),susceptus(1),,green
tertius,Noun,1,0.047,tertius(1),tertio(1),,green
trinitas,Noun,1,0.047,trinitas(1),trinitas(1),,green
universus,Noun,1,0.047,universus(1),universos(1),,green
vehiculum,Noun,1,0.047,vehiculum(1),vehiculis(1),,green
venditio,Noun,1,0.047,venditio(1),venditionis(1),,green
vernum,Noun,1,0.047,vernum(1),verno(1),,green
victuale,Noun,1,0.047,victuale(1),victualia(1),,green
victus,Noun,1,0.047,victus(1),victum(1),,green
vicus,Noun,1,0.047,vicus(1),vicos(1),,green
villa,Noun,1,0.047,villa(1),villas(1),,green
violentia,Noun,1,0.047,violentia(1),violentiam(1),,green
virgo,Noun,1,0.047,virgo(1),virgo(1),,green
Iudaicus,Adjective,1,0.047,Iudaicus(1),iudaicam(1),,green
adulter,Adjective,1,0.047,adulter(1),adultera(1),,green
aptus,Adjective,1,0.047,aptus(1),aptum(1),,green
divinitus,Adverb,1,0.047,divinitus(1),divinitus(1),,green
faciliter,Adverb,1,0.047,faciliter(1),facilius(1),,green
foras,Adverb,1,0.047,foras(1),foras(1),,green
catholicus,Adjective,1,0.047,catholicus(1),catholicae(1),,green
hostiliter,Adverb,1,0.047,hostiliter(1),hostiliter(1),,green
certus,Adjective,1,0.047,certus(1),certa(1),,green
iniuste,Adverb,1,0.047,iniuste(1),iniuste(1),,green
commendaticius,Adjective,1,0.047,commendatitius(1),commendatitiis(1),,green
communis,Adjective,1,0.047,communis(1),commune(1),,green
congruens,Adjective,1,0.047,congruus(1),congruis(1),,green
magne,Adverb,1,0.047,magne(1),maxime(1),,green
male,Adverb,1,0.047,male(1),male(1),,green
contrarius,Adjective,1,0.047,contrarius(1),contrarium(1),,green
criminalis,Adjective,1,0.047,criminalis(1),criminale(1),,green
parum,Adverb,1,0.047,parum(1),minime(1),,green
perfecte,Adverb,1,0.047,perfecte(1),perfectius(1),,green
distinctus,Adjective,1,0.047,distinctus(1),distincta(1),,green
divinus,Adjective,1,0.047,divinus(1),divina(1),,green
prius,Adverb,1,0.047,prius(1),prius(1),,green
episcopalis,Adjective,1,0.047,episcopalis(1),episcopales(1),,green
quantum,Adverb,1,0.047,quantum(1),quantum(1),,green
remisse,Adverb,1,0.047,remisse(1),remissius(1),,green
saepe,Adverb,1,0.047,sepe(1),sepe(1),,green
firmus,Adjective,1,0.047,firmus(1),firmissima(1),,green
scienter,Adverb,1,0.047,scienter(1),scienter(1),,green
semel,Adverb,1,0.047,semel(1),semel(1),,green
fortis,Adjective,1,0.047,fortis(1),fortia(1),,green
fraternus,Adjective,1,0.047,fraternus(1),fraterno(1),,green
separatim,Adverb,1,0.047,separatim(1),separatim(1),,green
grandis,Adjective,1,0.047,grandis(1),grandis(1),,green
Simoniacus,Noun,1,0.047,Simoniacus(1),simoniaca(1),,green
faida,Noun,1,0.047,faida(1),faidam(1),,green
sacellarius,Noun,1,0.047,sacellarius(1),sacellarius(1),,green
Carthaginensis,Adjective,1,0.047,Cartaginensis(1),cartaginensis(1),,green
Suessionis,Adjective,1,0.047,Suessionis(1),suessionis(1),,green
dignatus,Adjective,1,0.047,dignatus(1),dignatus(1),,green
excerptus,Adjective,1,0.047,excerptus(1),excerpta(1),,green
inconvulsus,Adjective,1,0.047,inconvulsus(1),inconvulsa(1),,green
inlaesus,Adjective,1,0.047,inlesus(1),inlesa(1),,green
intermissus,Adjective,1,0.047,intermissus(1),intermissa(1),,green
invocatus,Adjective,1,0.047,invocatus(1),invocata(1),,green
liberatus,Adjective,1,0.047,liberatus(1),liberata(1),,green
maritalis,Adjective,1,0.047,maritalis(1),maritale(1),,green
necesse,Adjective,1,0.047,necesse(1),necesse(1),,green
positus,Adjective,1,0.047,positus(1),positam(1),,green
praefatus,Adjective,1,0.047,praefatus(1),praefata(1),,green
probatus,Adjective,1,0.047,probatus(1),probatas(1),,green
propior,Adjective,1,0.047,propior(1),proximum(1),,green
ruralis,Adjective,1,0.047,ruralis(1),rurale(1),,green
sponsus,Adjective,1,0.047,sponsus(1),sponsam(1),,green
videor,Verb,1,0.047,videor(1),videtur(1),,green
nullus,Pronoun,1,0.047,nullus(1),nulla(1),,green
qui,Pronoun,1,0.047,qui(1),qua(1),,green
quilibet,Pronoun,1,0.047,quilibet(1),quolibet(1),,green
exartum,Noun,1,0.047,exartum(1),exartum(1),,green
vester,Pronoun,1,0.047,vester(1),vestrae(1),,green
Vermeria,Proper Name,1,0.047,Vermeria(1),vermeriam(1),,green
carralis,Adjective,1,0.047,carralis(1),carralia(1),,green
innobilis,Adjective,1,0.047,innobilis(1),innobiles(1),,green
tonsuro,Verb,1,0.047,tonsoro(1),tonsorassent(1),,green
incestuosus,Adjective,1,0.047,incestuosus(1),incestuosum(1),,green
indictus,Adjective,1,0.047,indictus(1),indicto(1),,green
indignus,Adjective,1,0.047,indignus(1),indignum(1),,green
tripliciter,Adverb,1,0.047,tripliciter(1),triplititer(1),,green
inevitabilis,Adjective,1,0.047,inevitabilis(1),inevitabili(1),,green
ullatenus,Adverb,1,0.047,ullatenus(1),ullatenus(1),,green
veraciter,Adverb,1,0.047,veraciter(1),veraciter(1),,green
intemeratus,Adjective,1,0.047,intemeratus(1),intemerata(1),,green
voluntarie,Adverb,1,0.047,voluntarie(1),voluntarie(1),,green
inviolatus,Adjective,1,0.047,inviolatus(1),inviolata(1),,green
liber,Adjective,1,0.047,liber(1),liber(1),,green
magnus,Adjective,1,0.047,magnus(1),magnam(1),,green
maritus,Adjective,1,0.047,maritus(1),mariti(1),,green
medianus,Adjective,1,0.047,medianus(1),medianam(1),,green
metropolitanus,Adjective,1,0.047,metropolitanus(1),metropolitani(1),,green
mirabilis,Adjective,1,0.047,mirabilis(1),mirabilem(1),,green
mortuus,Adjective,1,0.047,mortuus(1),mortui(1),,green
multus,Adjective,1,0.047,multus(1),multis(1),,green
necessarius,Adjective,1,0.047,necessarius(1),necessaria(1),,green
nobilis,Adjective,1,0.047,nobilis(1),nobiles(1),,green
nonnullus,Adjective,1,0.047,nonnullus(1),nonnulla(1),,green
par,Adjective,1,0.047,par(1),paris(1),,green
pauper,Adjective,1,0.047,pauper(1),pauperes(1),,green
plenus,Adjective,1,0.047,plenus(1),plenius(1),,green
praesens,Adjective,1,0.047,presens(1),presenti(1),,green
precarius,Adjective,1,0.047,precarius(1),precarias(1),,green
proprius,Adjective,1,0.047,proprius(1),proprias(1),,green
qualis,Adjective,1,0.047,qualis(1),qualem(1),,green
quietus,Adjective,1,0.047,quietus(1),quieto(1),,green
rectus,Adjective,1,0.047,rectus(1),rectissimae(1),,green
regularis,Adjective,1,0.047,regularis(1),regularibus(1),,green
relictus,Adjective,1,0.047,relictus(1),relictam(1),,green
religiosus,Adjective,1,0.047,relegiosus(1),relegiosus(1),,green
reliquus,Adjective,1,0.047,reliquus(1),reliqui(1),,green
reprehensibilis,Adjective,1,0.047,reprehensibilis(1),reprehensibile(1),,green
romanus,Adjective,1,0.047,romanus(1),romanus(1),,green
sacer,Adjective,1,0.047,sacer(1),sacris(1),,green
sacratus,Adjective,1,0.047,sacratus(1),sacrata(1),,green
sanus,Adjective,1,0.047,sanus(1),sanam(1),,green
secundus,Adjective,1,0.047,secumdus(1),secumdum(1),,green
solidus,Adjective,1,0.047,solidus(1),solidis(1),,green
superus,Adjective,1,0.047,superus(1),superiorem(1),,green
suprascriptus,Adjective,1,0.047,suprascriptus(1),suprascriptis(1),,green
tranquillus,Adjective,1,0.047,tranquillus(1),tranquilla(1),,green
vernus,Adjective,1,0.047,vernus(1),vernus(1),,green
verus,Adjective,1,0.047,verus(1),verum(1),,green
vineus,Adjective,1,0.047,vineus(1),vinea(1),,green
absum,Verb,1,0.047,absum(1),absit(1),,green
accedo,Verb,1,0.047,accedo(1),accedere(1),,green
adimpleo,Verb,1,0.047,adimpleo(1),adimplere(1),,green
advenio,Verb,1,0.047,advenio(1),advenerit(1),,green
aggrego,Verb,1,0.047,adgrego(1),adgregari(1),,green
audio,Verb,1,0.047,audio(1),audiant(1),,green
careo,Verb,1,0.047,careo(1),careat(1),,green
celebro,Verb,1,0.047,celebro(1),celebrare(1),,green
censeo,Verb,1,0.047,censeo(1),censuimus(1),,green
cesso,Verb,1,0.047,cesso(1),cessent(1),,green
Franci,Proper Name,1,0.047,Franci(1),francorum(1),,green
Gallia,Proper Name,1,0.047,Gallia(1),galliarum(1),,green
commeo,Verb,1,0.047,commeo(1),commeatu(1),,green
commoneo,Verb,1,0.047,commoneo(1),commoneat(1),,green
comparo,Verb,1,0.047,comparo(1),comparem(1),,green
comprehendo,Verb,1,0.047,conpraehendo(1),conpraehensum(1),,green
comprobo,Verb,1,0.047,comprobo(1),comprobaverit(1),,green
concedo,Verb,1,0.047,concedo(1),concedimus(1),,green
confero,Verb,1,0.047,confero(1),conlata(1),,green
congrego,Verb,1,0.047,congrego(1),congregatae(1),,green
consecro,Verb,1,0.047,consecro(1),consecrentur(1),,green
conservo,Verb,1,0.047,conservo(1),conservare(1),,green
consilior,Verb,1,0.047,consilio(1),consiliavit(1),,green
consolor,Verb,1,0.047,consolo(1),consolare(1),,green
contendo,Verb,1,0.047,contendo(1),contendere(1),,green
condirigo,Verb,1,0.047,condirgo(1),condirgat(1),,green
contradico,Verb,1,0.047,contradico(1),contradixerit(1),,green
curro,Verb,1,0.047,curro(1),currunt(1),,green
custodio,Verb,1,0.047,custodio(1),custodiat(1),,green
damno,Verb,1,0.047,damno(1),condamnetur(1),,green
defendo,Verb,1,0.047,defendo(1),defendendo(1),,green
defenso,Verb,1,0.047,defenso(1),defensaverit(1),,green
defero,Verb,1,0.047,defero(1),deferri(1),,green
definio,Verb,1,0.047,definio(1),definiant(1),,green
Idus,Proper Name,1,0.047,Idus(1),idus(1),,green
demitto,Verb,1,0.047,demitto(1),demittebatis(1),,green
demoror,Verb,1,0.047,demoror(1),demorare(1),,green
Ioannes,Personal Name,1,0.047,Iohannes(1),iohannes(1),,green
reiungo,Verb,1,0.047,reiungo(1),reiungere(1),,green
scrippum,Noun,1,0.047,scrippum(1),scrippa(1),,green
Iulius,Personal Name,1,0.047,Iulius(1),iulii(1),,green
desero,Verb,1,0.047,desero(1),deserti(1),,green
excepto,Adverb,1,0.047,excepto(1),excepto(1),,green
adsum,Verb,1,0.047,adsum(1),adest(1),,green
christianus,Noun,1,0.047,christianus(1),christianorum(1),,green
dirigo,Verb,1,0.047,dirigo(1),dirigant(1),,green
exfortio,Verb,1,0.047,exfortio(1),exfortiaverit(1),,green
Lullus,Personal Name,1,0.047,Lullus(1),lullo(1),,green
superius,Adverb,1,0.047,superius(1),superius(1),,green
christus,Noun,1,0.047,christus(1),christo(1),,green
eligo,Verb,1,0.047,elego(1),elegendos(1),,green
emergo,Verb,1,0.047,emergo(1),emergentibus(1),,green
emo,Verb,1,0.047,emo(1),emere(1),,green
eo,Verb,1,0.047,eo(1),eat(1),,green
evacuo,Verb,1,0.047,evacuo(1),evacuatur(1),,green
evinco,Verb,1,0.047,evinco(1),evicit(1),,green
excuso,Verb,1,0.047,excuso(1),excusandum(1),,green
October,Proper Name,1,0.047,Octuber(1),octubris(1),,green
matrina,Noun,1,0.047,matrina(1),matrina(1),,green
genuclum,Noun,1,0.047,genuclum(1),genuclum(1),,green
sentendium,Noun,1,0.047,sentendium(1),sentendio(1),,green
indigeo,Verb,1,0.047,indigeo(1),indiget(1),,green
Romanus,Personal Name,1,0.047,Romanus(1),romani(1),,green
insero,Verb,1,0.047,insero(1),inserta(1),,green
inservio,Verb,1,0.047,inservio(1),inservita(1),,green
Salicus,Personal Name,1,0.047,Salicus(1),salici(1),,green
Sergius,Personal Name,1,0.047,Sergius(1),sergius(1),,green
archediaconus,Noun,1,0.047,archidiaconus(1),archidiaconus(1),,green
intro,Verb,1,0.047,intro(1),intrare(1),,green
iungo,Verb,1,0.047,iungo(1),iungere(1),,green
liceo,Verb,1,0.047,liceo(1),licere(1),,green
honor,Noun,1,0.047,honor(1),honorem(1),,green
mentior,Verb,1,0.047,mentior(1),mentiri(1),,green
mereo,Verb,1,0.047,mereo(1),meruit(1),,green
migro,Verb,1,0.047,migro(1),migrare(1),,green
milito,Verb,1,0.047,milito(1),militantes(1),,green
moveo,Verb,1,0.047,moveo(1),moveat(1),,green
neglego,Verb,1,0.047,neglego(1),neglegens(1),,green
nubo,Verb,1,0.047,nubo(1),nubere(1),,green
oboedio,Verb,1,0.047,oboedio(1),oboediant(1),,green
obtineo,Verb,1,0.047,obteneo(1),obtenere(1),,green
obtingo,Verb,1,0.047,obtingo(1),obtingunt(1),,green
occido,Verb,1,0.047,occido(1),occiderit(1),,green
opero,Verb,1,0.047,opero(1),operare(1),,green
opitulor,Verb,1,0.047,opitulor(1),opitulante(1),,green
opprimo,Verb,1,0.047,opprimo(1),oppresserit(1),,green
pasco,Verb,1,0.047,pasco(1),pascat(1),,green
pateo,Verb,1,0.047,pateo(1),patet(1),,green
penso,Verb,1,0.047,penso(1),pensante(1),,green
pergo,Verb,1,0.047,pergo(1),pergit(1),,green
persevero,Verb,1,0.047,persevero(1),perseverassent(1),,green
pervenio,Verb,1,0.047,pervenio(1),pervenire(1),,green
placeo,Verb,1,0.047,placeo(1),placere(1),,green
porrigo,Verb,1,0.047,porrigo(1),porregere(1),,green
porto,Verb,1,0.047,porto(1),portent(1),,green
posco,Verb,1,0.047,posco(1),poscit(1),,green
possideo,Verb,1,0.047,possideo(1),possideant(1),,green
praecipio,Verb,1,0.047,praecipio(1),praecipiat(1),,green
praehendo,Verb,1,0.047,praehendo(1),praehendat(1),,green
praeparo,Verb,1,0.047,preparo(1),preparare(1),,green
precor,Verb,1,0.047,praeco(1),praecare(1),,green
prehendo,Verb,1,0.047,praendo(1),praendat(1),,green
purgo,Verb,1,0.047,purgo(1),purgare(1),,green
recludo,Verb,1,0.047,recludo(1),recludantur(1),,green
recupero,Verb,1,0.047,recupero(1),recuperare(1),,green
redimo,Verb,1,0.047,redimo(1),redimi(1),,green
actio,Noun,1,0.047,actio(1),actiones(1),,green
regno,Verb,1,0.047,regno(1),regnante(1),,green
rego,Verb,1,0.047,rego(1),regat(1),,green
regulo,Verb,1,0.047,regulo(1),regulari(1),,green
reicio,Verb,1,0.047,reicio(1),reiciat(1),,green
restauro,Verb,1,0.047,restauro(1),restaurentur(1),,green
saluto,Verb,1,0.047,saluto(1),salutare(1),,green
scribo,Verb,1,0.047,scribo(1),scriptum(1),,green
servio,Verb,1,0.047,servio(1),servire(1),,green
spero,Verb,1,0.047,spero(1),sperat(1),,green
statuo,Verb,1,0.047,statuo(1),statuimus(1),,green
amita,Noun,1,0.047,amita(1),amita(1),,green
amor,Noun,1,0.047,amor(1),amore(1),,green
sufficio,Verb,1,0.047,sufficio(1),sufficerant(1),,green
suggero,Verb,1,0.047,suggero(1),suggerere(1),,green
sumo,Verb,1,0.047,sumo(1),sumere(1),,green
apostolus,Noun,1,0.047,apostolus(1),apostolus(1),,green
supervenio,Verb,1,0.047,supervenio(1),supervenientes(1),,green
suppeto,Verb,1,0.047,suppeto(1),suppetit(1),,green
aqua,Noun,1,0.047,aqua(1),aqua(1),,green
aratum,Noun,1,0.047,aratum(1),arata(1),,green
arbitrium,Noun,1,0.047,arbitrium(1),arbitrium(1),,green
sustineo,Verb,1,0.047,sustineo(1),sustinere(1),,green
termino,Verb,1,0.047,termino(1),terminare(1),,green
arma,Noun,1,0.047,arma(1),arma(1),,green
transfero,Verb,1,0.047,transfero(1),translatus(1),,green
vaco,Verb,1,0.047,vaco(1),vacent(1),,green
vello,Verb,1,0.047,vello(1),vellit(1),,green
veto,Verb,1,0.047,veto(1),vetet(1),,green
auxilium,Noun,1,0.047,auxilium(1),auxilium(1),,green
baptisterium,Noun,1,0.047,baptisterium(1),baptisterium(1),,green
bos,Noun,1,0.047,bos(1),bubus(1),,green
caballus,Noun,1,0.047,caballus(1),caballis(1),,green
calumnia,Noun,1,0.047,calumpnia(1),calumpniam(1),,green
carnale,Noun,1,0.047,carnale(1),carnale(1),,green
castigatio,Noun,1,0.047,castigatio(1),castigationem(1),,green
chartularius,Noun,1,0.047,cartellarius(1),cartellarius(1),,green
cibus,Noun,1,0.047,cibus(1),cibum(1),,green
civilis,Noun,1,0.047,civilis(1),civili(1),,green
clerus,Noun,1,0.047,clerus(1),clero(1),,green
cognitus,Noun,1,0.047,cognitus(1),cognitum(1),,green
commater,Noun,1,0.047,commater(1),commatre(1),,green
communio,Noun,1,0.047,communio(1),communione(1),,green
concubina,Noun,1,0.047,concubina(1),concubinam(1),,green
conductor,Noun,1,0.047,conductor(1),conductores(1),,green
congregatio,Noun,1,0.047,congregatio(1),congregatione(1),,green
coniunctio,Noun,1,0.047,coniunctio(1),coniunctione(1),,green
consilium,Noun,1,0.047,consilium(1),consilium(1),,green
consolatio,Noun,1,0.047,consolatio(1),consolationem(1),,green
consortium,Noun,1,0.047,consortium(1),consortio(1),,green
constitutio,Noun,1,0.047,constitutio(1),constitutionem(1),,green
constitutum,Noun,1,0.047,constitutum(1),constitutum(1),,green
contemptus,Noun,1,0.047,contemptus(1),contemptum(1),,green
convenientia,Noun,1,0.047,convenientia(1),convenientia(1),,green
correctio,Noun,1,0.047,correctio(1),correctionem(1),,green
correctus,Noun,1,0.047,correctus(1),correctum(1),,green
correptus,Noun,1,0.047,correptus(1),correpti(1),,green
crux,Noun,1,0.047,crux(1),crucem(1),,green
cubus,Noun,1,0.047,cybus(1),cybum(1),,green
custodia,Noun,1,0.047,custodia(1),custodia(1),,green
decima,Noun,1,0.047,decima(1),decimam(1),,green
decretum,Noun,1,0.047,decretum(1),decretum(1),,green
definitus,Noun,1,0.047,definitus(1),definitum(1),,green
Racemburgii,Personal Name,1,0.047,Racemburgii(1),racemburgii(1),,green
delictum,Noun,1,0.047,delictum(1),delictis(1),,green
pulsaturium,Noun,1,0.047,pulsaturium(1),pulsaturio(1),,green
directum,Noun,1,0.047,drectum(1),drectum(1),,green
districtio,Noun,1,0.047,districtio(1),districtionem(1),,green
domus,Noun,1,0.047,domus(1),domus(1),,green
donatus,Noun,1,0.047,donatus(1),donati(1),,green
donum,Noun,1,0.047,donum(1),dona(1),,green
ducatus,Noun,1,0.047,ducatus(1),ducatum(1),,green
